,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_otherstate,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,closed_at_year,closed_at_month,first_funding_at_year
328,5,4,7,13,5,24750000,3,0,1,1,0,0,2,1,1,2024,11,2004
329,6,6,6,15,2,12800000,1,1,1,1,0,0,2,1,0,2013,1,2007
330,6,7,7,10,2,30500000,1,0,0,0,0,1,4,1,1,2024,11,2005
331,8,5,7,3,3,36300000,2,0,0,0,1,0,1,1,0,2011,1,2008
332,3,3,4,7,3,6693782,3,0,0,0,0,0,1,1,1,2024,11,2010
333,11,0,0,1,1,20000000,0,0,0,0,1,0,5,1,0,2010,1,2007
334,3,3,5,8,1,11370000,3,0,1,0,0,0,2,1,1,2024,11,2008
335,2,3,6,13,3,16500000,4,0,1,1,1,0,1,1,1,2024,11,2007
336,0,3,3,3,1,250000,1,0,0,0,0,0,3,0,0,2012,1,2008
337,3,3,7,9,5,14400000,5,0,1,1,0,0,5,1,1,2024,11,2007
338,3,4,5,24,5,90000000,3,0,1,1,1,1,3,1,1,2024,11,2007
339,7,5,8,10,4,13075000,2,0,1,1,0,0,4,1,1,2024,11,2006
340,0,0,5,10,2,26000000,4,0,1,0,1,0,2,1,1,2024,11,2006
341,3,3,4,6,2,16300000,2,0,0,1,0,0,2,1,1,2024,11,2011
342,7,7,7,5,2,5992316,1,0,1,0,0,0,2,0,1,2013,1,2007
343,5,0,0,2,4,89400001,0,0,1,1,0,0,4,1,1,2024,11,2010
344,0,5,5,4,1,1200000,1,0,1,0,0,0,1,0,0,2024,11,2006
345,1,1,3,7,2,1900000,2,0,1,0,0,0,2,1,0,2012,1,2010
346,12,7,11,9,3,30300000,2,0,0,0,0,1,4,1,0,2012,12,2008
347,2,0,0,4,1,500000,0,0,0,0,0,0,5,0,0,2012,3,2008
348,6,6,7,19,5,74000000,2,0,1,1,1,1,1,1,1,2024,11,2006
349,7,0,0,3,1,18800000,0,0,0,0,1,0,7,1,1,2024,11,2007
350,0,0,0,3,1,20000,1,1,0,0,0,0,1,0,0,2024,11,2009
351,2,1,2,3,4,3350000,2,1,1,1,0,0,1,0,1,2024,11,2009
352,5,0,0,1,1,26100000,0,1,0,0,0,0,2,1,1,2024,11,2010
353,2,0,0,0,2,1213066,0,1,0,0,0,0,1,1,0,2013,1,2010
354,4,0,4,18,3,24030000,3,0,1,1,0,0,3,1,1,2024,11,2008
355,3,1,5,14,3,13100000,5,0,0,1,1,0,1,1,1,2024,11,2007
356,1,0,5,6,3,560001,5,0,0,0,0,0,3,1,1,2024,11,2008
357,2,2,4,7,1,3500000,3,1,1,0,0,0,2,1,1,2024,11,2011
358,7,7,8,45,7,121500000,3,0,1,1,1,1,4,1,1,2024,11,2005
359,3,2,2,18,4,42500000,1,0,1,1,1,0,2,1,1,2024,11,2005
360,6,6,6,26,2,36000000,1,1,0,0,0,1,3,1,1,2024,11,2005
361,2,2,5,7,1,12170000,2,0,0,0,1,0,3,1,0,2024,11,2008
362,5,8,9,4,1,1000000,2,0,1,0,0,0,3,1,1,2024,11,2007
363,3,-2,4,5,3,1820000,4,0,0,0,0,0,1,0,1,2024,11,2011
364,9,5,9,19,4,5700000000,2,1,0,0,0,0,4,1,1,2024,11,2008
365,6,0,11,6,1,5000000,2,0,0,0,1,0,5,1,1,2024,11,2007
366,1,1,1,4,2,18800000,1,0,1,1,0,0,2,1,1,2024,11,2010
367,3,0,0,3,2,72300000,0,0,0,1,1,0,4,1,1,2024,11,2005
368,3,-2,4,3,3,1310000,4,0,0,0,0,0,1,0,1,2024,11,2009
369,4,4,4,2,2,15000000,1,0,1,1,0,0,2,1,0,2011,1,2005
370,4,5,7,22,3,39007789,5,0,1,1,1,0,3,1,1,2024,11,2006
371,2,-1,-1,3,1,25000000,1,0,0,0,0,1,5,1,1,2024,11,2006
372,2,1,2,4,3,172500,2,0,0,0,0,0,1,0,1,2024,11,2009
373,2,2,3,23,2,6100000,2,0,1,1,0,0,1,1,1,2024,11,2010
374,7,1,9,7,3,40300000,5,0,0,1,1,0,4,1,1,2024,11,2006
375,0,0,0,9,1,100000,3,0,0,0,0,0,1,0,0,2012,1,2011
376,5,2,5,14,5,19389998,2,1,1,1,1,0,1,1,1,2024,11,2008
377,4,5,11,21,2,61500000,3,0,0,1,0,1,4,1,1,2024,11,2002
378,3,4,5,6,1,6000000,2,0,1,0,0,0,2,1,1,2024,11,2010
379,5,4,7,23,4,19100000,6,0,1,1,1,0,2,1,1,2024,11,2003
380,2,0,3,8,4,3499997,3,0,1,0,0,0,1,1,1,2024,11,2009
381,1,4,5,13,3,2600000,2,0,1,0,0,0,3,1,1,2012,1,2007
382,1,3,3,14,3,2023000,2,0,1,0,0,0,1,1,1,2024,11,2009
383,5,0,0,3,1,25000000,0,0,0,0,0,0,4,1,1,2024,11,2007
384,3,2,4,17,4,66000000,4,0,1,1,1,0,2,1,1,2024,11,2009
385,1,1,1,5,2,1000000,1,0,0,0,0,0,3,0,1,2024,11,2011
386,2,3,3,11,2,13000000,2,0,1,1,0,0,3,1,1,2024,11,2011
387,14,12,14,3,3,24150000,2,0,1,1,0,0,2,1,0,2012,1,2005
388,8,0,0,4,3,47218498,0,0,0,0,1,1,3,1,0,2013,1,2009
389,4,0,7,1,2,11800000,2,0,0,0,1,1,4,1,1,2024,11,2005
390,2,0,0,2,2,2387481,1,1,0,0,0,0,1,1,0,2011,1,2010
391,7,11,13,35,4,33000000,5,0,1,1,1,0,2,1,1,2024,11,2000
392,3,4,7,4,2,7500000,3,1,1,1,0,0,1,1,1,2024,11,2007
393,6,4,4,3,1,25000000,1,0,0,0,1,0,1,1,1,2024,11,2006
394,8,4,4,7,4,25305000,1,0,1,1,1,0,2,1,1,2024,11,2005
395,1,2,3,21,2,4950000,3,0,1,0,0,0,12,1,1,2024,11,2008
396,6,0,0,8,6,53816776,0,0,0,1,1,1,5,1,1,2024,11,2005
397,0,2,8,15,2,3500000,4,0,1,1,0,0,5,1,1,2024,11,2005
398,5,4,6,7,1,5000000,2,0,1,0,0,0,1,0,1,2024,11,2012
399,2,3,5,9,3,2515000,3,0,1,0,0,0,1,1,1,2024,11,2007
400,2,2,5,10,2,8400000,3,0,1,1,0,0,2,1,1,2024,11,2007
401,4,2,4,5,2,4900000,3,0,1,1,0,0,1,1,0,2008,1,2006
402,4,5,5,3,1,5000000,1,1,0,0,0,0,5,1,0,2024,11,2005
403,4,0,0,2,1,11000000,0,0,0,0,1,0,3,1,1,2024,11,2005
404,8,0,0,6,4,68400000,0,0,1,0,1,1,4,1,1,2024,11,2001
405,4,3,4,7,2,2000000,2,0,1,0,0,0,8,1,1,2024,11,2010
406,1,0,0,2,2,10800000,1,0,1,0,0,0,2,1,0,2009,12,2006
407,5,5,7,31,5,37000000,3,0,1,1,1,0,2,1,1,2024,11,2005
408,2,4,9,5,1,7660000,3,0,1,0,0,0,6,1,1,2024,11,2006
409,5,3,6,5,4,48730000,3,0,1,1,1,0,3,1,1,2024,11,2005
410,1,1,1,1,2,3350000,1,0,1,0,0,0,2,1,0,2012,1,2009
411,7,2,7,3,4,28000000,2,0,0,1,1,0,3,1,0,2013,1,2007
412,1,2,2,5,1,2500000,1,0,1,0,0,0,2,1,1,2024,11,2011
413,1,2,9,16,2,8000000,4,1,1,1,0,0,4,1,1,2024,11,2004
414,1,0,4,6,2,540000,2,0,0,0,0,0,2,1,1,2024,11,2008
415,1,1,5,4,2,3100000,4,0,1,0,0,0,2,1,1,2024,11,2006
416,2,2,4,8,2,1200000,2,0,1,0,0,0,6,1,1,2024,11,2010
417,0,0,0,2,1,5000000,1,0,1,0,0,0,2,0,0,2008,2,2007
418,7,2,2,6,6,37079000,1,0,0,0,1,1,3,1,1,2024,11,2005
419,11,8,8,3,4,135826373,2,0,0,1,0,1,4,1,1,2024,11,2006
420,0,0,0,5,2,5000000,0,0,0,0,0,0,1,1,0,2012,9,2007
421,1,0,2,3,4,4200000,3,0,1,0,0,0,3,1,1,2024,11,2011
422,3,-1,7,3,1,4100000,3,1,0,0,0,0,1,1,0,2011,3,2008
423,0,0,1,3,1,2000000,2,0,0,0,0,0,1,0,0,2012,1,2011
424,5,5,5,3,1,6500000,1,1,0,0,0,0,1,1,1,2024,11,2006
425,1,0,0,0,1,4000000,0,0,1,0,0,0,3,0,0,2024,11,2006
426,1,1,1,3,5,185000,1,0,0,0,0,0,2,1,0,2013,1,2010
427,2,3,4,5,1,1300000,2,1,1,0,0,0,1,0,1,2024,11,2011
428,3,0,0,21,1,45000000,0,0,0,1,0,0,1,0,1,2024,11,2006
429,2,0,2,4,1,2500000,3,0,1,0,0,0,2,1,1,2024,11,2010
430,2,1,4,11,2,9200000,2,0,1,1,0,0,1,1,1,2024,11,2005
431,0,0,0,0,4,435953,0,0,0,0,0,0,1,0,0,2013,1,2009
432,0,-1,0,9,2,55600000,2,1,1,1,0,0,2,0,0,2024,11,2007
433,6,1,1,2,1,10000000,1,1,0,0,0,0,1,0,1,2024,11,2007
434,0,0,0,3,1,12000,1,1,0,0,0,0,1,1,0,2011,1,2010
435,4,0,0,3,2,2257464,0,1,0,0,0,0,1,0,0,2012,7,2010
436,0,0,2,4,2,983000,2,0,0,0,0,0,6,1,1,2024,11,2011
437,2,2,3,15,2,41000000,2,0,0,1,1,0,1,1,1,2024,11,2009
438,5,0,0,0,3,9100000,0,0,0,1,1,0,1,0,0,2024,11,2006
439,7,-2,6,6,3,25500100,3,0,0,1,0,0,2,1,0,2024,11,2007
440,0,1,1,3,1,400000,2,0,0,0,0,0,1,1,1,2024,11,2010
441,8,0,0,4,10,22165091,0,0,0,1,0,0,2,1,1,2024,11,2006
442,0,0,3,4,1,500000,2,0,1,0,0,0,4,1,1,2024,11,2007
443,5,6,8,29,5,70000000,4,0,1,1,1,1,2,1,1,2024,11,2005
444,3,2,2,6,2,4700000,1,1,1,0,0,0,1,1,1,2024,11,2008
445,2,0,0,1,1,30000000,1,0,0,0,0,0,2,1,1,2008,1,2008
446,9,7,7,13,5,39000000,1,0,0,1,1,1,3,1,1,2024,11,2005
447,9,10,10,10,3,32000000,1,0,0,0,0,1,3,1,1,2024,11,2006
448,1,0,0,7,3,42000000,0,0,1,1,1,0,2,1,1,2024,11,2000
449,9,4,9,5,3,24510540,2,0,1,1,0,0,2,1,1,2024,11,2005
450,5,0,0,0,1,2500000,0,0,0,0,0,0,2,1,0,2024,11,2005
451,7,8,9,1,3,21460663,2,1,0,1,1,1,4,1,1,2024,11,2005
452,5,0,0,6,1,15000000,0,0,0,0,1,0,4,1,1,2024,11,2006
453,4,1,5,5,2,889999,2,0,0,0,0,0,3,1,0,2013,1,2007
454,4,3,3,6,1,16000000,1,0,0,1,0,0,3,1,1,2024,11,2005
455,2,2,8,5,1,7000000,4,0,0,1,0,0,2,1,1,2024,11,2007
456,0,0,0,3,2,100000,0,0,0,0,0,0,1,0,0,2013,1,2011
457,1,1,4,13,1,1500000,3,0,1,0,0,0,1,0,1,2024,11,2009
458,6,10,12,19,1,8000000,4,1,0,0,0,0,1,1,1,2024,11,2006
459,0,4,6,22,2,4000000,4,0,1,1,0,0,3,1,1,2024,11,2007
460,0,0,0,3,1,25000,0,0,0,0,0,0,1,0,0,2012,3,2009
461,9,8,10,10,6,64630000,3,0,0,1,1,0,3,1,1,2024,11,2005
462,3,3,3,10,2,12100000,1,0,1,1,0,0,1,1,0,2011,1,2006
463,5,5,5,9,2,20000000,1,0,0,0,1,1,4,1,1,2024,11,2005
464,9,9,9,10,4,49600000,1,0,0,1,1,0,2,1,0,2013,1,2005
465,9,0,0,3,5,51450000,1,0,0,0,0,1,5,1,1,2024,11,2007
466,2,4,4,7,2,6300000,1,0,1,1,0,0,2,1,1,2024,11,2008
467,2,1,3,8,1,200000,3,0,0,0,0,0,2,1,0,2024,11,2012
468,0,0,0,2,1,20000,1,1,0,0,0,0,1,0,0,2013,1,2011
469,3,6,9,13,2,11600000,3,0,1,0,1,0,2,1,1,2024,11,2003
470,0,0,5,6,1,9150000,2,0,1,0,0,0,2,1,1,2024,11,2006
471,0,0,0,2,1,1200000,2,1,1,0,0,0,4,1,0,2024,11,2009
472,1,1,1,4,1,1700000,2,0,0,0,0,0,7,1,0,2012,1,2011
473,2,0,4,9,3,1415000,4,0,0,0,0,0,1,1,1,2011,1,2007
474,3,5,7,16,2,4200000,2,0,1,1,0,0,1,1,1,2024,11,2006
475,1,4,6,7,2,500000,2,0,1,0,0,0,2,0,1,2024,11,2007
476,5,0,0,1,1,21500000,0,0,0,0,1,0,4,1,1,2024,11,2007
477,1,2,4,4,2,10000000,2,1,1,0,0,0,2,0,1,2024,11,2006
478,2,4,4,7,2,9500000,1,0,1,1,0,0,2,1,0,2024,11,2005
479,5,0,0,4,2,13875001,0,1,0,0,0,0,10,1,0,2012,4,2009
480,10,9,9,5,1,275000,1,1,0,0,0,0,2,0,0,2013,1,2010
481,5,1,1,10,3,19743770,1,0,0,1,1,0,2,1,1,2024,11,2005
482,4,2,2,5,5,1178000,1,0,0,0,0,0,5,1,1,2024,11,2010
483,2,2,3,5,3,25000000,2,0,1,1,0,0,2,1,1,2024,11,2005
484,3,0,0,1,3,24150000,0,1,1,1,0,0,2,1,1,2024,11,2005
485,3,2,2,4,2,80000000,1,0,1,1,0,0,1,0,0,2009,11,2006
486,3,4,9,11,2,36000000,3,0,1,1,0,0,3,1,1,2024,11,2005
487,1,0,0,1,1,205000,0,1,0,0,0,0,1,0,0,2024,11,2008
488,4,6,9,27,4,28300000,4,0,1,1,1,1,2,1,1,2024,11,2002
489,-1,0,0,1,1,2000000,1,0,0,0,0,0,1,0,0,2012,11,2006
490,1,2,8,63,2,11500000,6,0,1,1,0,0,1,1,1,2024,11,2005
491,0,1,2,15,1,4000000,2,0,1,0,0,0,3,1,0,2024,11,2010
492,0,0,2,2,1,500000,2,0,0,0,0,0,1,1,0,2011,5,2010
493,0,1,3,9,1,4000000,2,0,1,0,0,0,2,1,0,2024,11,2007
494,2,2,2,8,2,9030000,2,0,1,0,0,0,4,1,0,2012,1,2010
495,4,0,0,15,4,69900000,0,1,1,0,1,1,4,1,1,2024,11,2005
496,0,0,0,2,1,20000,1,0,0,0,0,0,1,0,0,2012,1,2012
497,11,10,12,29,7,238209999,3,1,0,0,0,0,2,1,1,2024,11,2004
498,6,4,6,3,3,14700000,2,0,0,1,0,0,1,0,1,2024,11,2007
499,0,0,1,4,3,430000,2,0,0,0,0,0,1,0,1,2024,11,2006
500,1,0,0,5,2,1015000,1,0,1,0,0,0,1,0,1,2024,11,2012
501,0,0,0,2,1,1200000,1,0,0,0,0,0,2,1,0,2024,11,2009
502,3,3,7,16,2,17100000,4,1,1,1,0,0,2,1,1,2024,11,2007
503,4,5,5,0,1,50000000,1,1,0,0,0,0,4,1,1,2024,11,2008
504,0,0,0,3,1,900000,0,0,1,0,0,0,1,1,0,2012,1,2006
505,16,16,18,7,1,6000000,2,0,1,0,0,0,1,1,0,2010,1,2007
506,7,8,9,5,2,15100000,3,0,1,0,0,0,1,0,1,2024,11,2002
507,8,4,9,7,5,62600000,2,0,1,1,1,1,9,1,1,2024,11,2002
508,4,3,6,15,4,14800000,3,0,0,1,1,0,2,1,1,2024,11,2008
509,3,1,4,30,2,6875000,5,0,1,0,0,0,7,1,1,2024,11,2008
510,0,0,0,1,1,30000,0,0,0,0,0,0,1,0,0,2011,2,2008
511,6,6,6,10,1,22200000,1,0,0,0,0,0,9,1,0,2024,11,2006
512,0,0,2,6,2,415000,2,1,0,0,0,0,1,1,1,2024,11,2007
513,3,3,4,16,4,27063781,4,0,1,1,1,0,3,1,1,2024,11,2007
514,3,5,5,6,1,3100000,1,0,1,0,0,0,5,1,1,2024,11,2006
515,3,3,7,13,2,33000000,4,0,1,1,0,0,2,1,0,2010,1,2007
516,5,4,10,2,3,17400000,2,0,0,0,1,0,5,1,1,2024,11,2005
517,3,5,8,17,5,28300000,4,0,1,1,1,1,2,1,1,2024,11,2005
518,2,1,6,42,4,46800000,6,0,1,1,1,0,2,1,1,2024,11,2006
519,2,2,2,5,3,1525000,2,1,0,0,0,0,2,1,1,2024,11,2010
520,0,0,1,9,1,1200000,3,0,0,0,0,0,5,1,1,2024,11,2012
521,4,3,7,6,3,12400000,4,0,1,1,0,0,1,1,1,2024,11,2005
522,4,0,0,1,1,100000,0,1,0,0,0,0,1,1,0,2012,1,2010
523,7,7,7,4,3,11000000,1,0,0,1,0,0,1,1,1,2024,11,2005
524,2,1,1,3,2,675000,1,1,0,0,0,0,1,0,1,2024,11,2011
525,2,0,0,5,2,13000000,0,0,1,1,0,0,2,1,1,2024,11,2005
526,0,1,2,5,1,3500000,2,0,0,0,0,0,2,1,1,2024,11,2010
527,4,0,0,2,1,12000000,1,0,0,0,1,0,4,1,0,2010,6,2005
528,4,0,5,10,5,78573646,4,0,1,1,1,0,4,1,1,2024,11,2007
529,6,3,3,2,3,15286415,1,1,1,0,0,0,1,0,1,2024,11,2007
530,0,1,3,5,1,3200000,3,0,1,0,0,0,1,1,1,2024,11,2008
531,0,0,0,1,1,30000,1,1,0,0,0,0,2,0,0,2012,1,2011
532,10,9,9,28,3,14650003,1,0,0,0,0,1,1,0,1,2024,11,2002
533,5,9,9,9,2,23500000,1,0,0,1,0,0,5,1,1,2024,11,2006
534,5,0,0,2,1,980000,0,0,0,0,0,0,1,0,0,2024,11,2006
535,3,0,0,0,1,20000000,0,0,0,1,0,0,3,1,0,2010,10,2007
536,0,0,0,4,1,1500000,0,1,0,0,0,0,3,0,0,2024,11,2004
537,5,6,6,0,2,8000000,1,0,1,0,0,0,1,1,1,2024,11,2008
538,4,3,4,13,4,25200000,3,0,1,1,1,1,4,1,1,2024,11,2006
539,4,7,9,21,4,61000000,2,0,1,1,1,0,3,1,1,2024,11,2006
540,4,2,5,12,4,46300000,4,0,1,1,1,0,4,1,1,2024,11,2007
541,8,5,11,15,4,24500000,5,1,0,1,1,1,4,1,1,2024,11,2006
542,1,-1,-1,1,2,7500000,1,0,1,0,0,0,1,0,0,2024,11,2006
543,3,3,7,19,1,14500000,3,0,0,0,1,0,9,1,1,2024,11,2006
544,2,1,1,1,1,29000000,1,1,0,0,0,0,5,1,0,2012,8,2009
545,3,5,5,5,3,24000000,1,0,1,1,1,0,2,1,1,2024,11,2005
546,10,8,8,2,4,81017493,1,0,0,0,1,1,5,1,1,2024,11,2005
547,2,2,5,4,2,1000000,3,0,0,0,0,0,4,1,1,2024,11,2009
548,1,2,2,14,2,12010000,2,1,1,0,0,0,2,1,1,2024,11,2011
549,3,-1,8,2,1,22000000,3,0,0,0,1,0,4,1,1,2024,11,2005
550,8,0,0,1,1,42700000,0,0,0,1,0,0,3,1,0,2001,1,2007
551,7,4,4,5,3,80000000,1,0,0,0,0,1,4,1,1,2024,11,2005
552,1,0,2,3,1,205000,3,0,0,0,0,0,7,1,1,2024,11,2011
553,1,0,3,5,1,3750000,2,0,1,0,0,0,1,1,1,2024,11,2010
554,0,1,3,11,2,41000000,2,0,1,1,0,0,1,1,0,2013,1,2010
555,2,2,4,37,2,76000000,3,0,1,0,0,0,4,1,1,2024,11,2009
556,2,3,5,9,2,20000000,2,0,1,1,0,0,1,1,1,2024,11,2006
557,3,1,4,11,2,9356180,4,0,1,1,0,0,1,1,1,2024,11,2010
558,-9,-6,-3,6,1,100000,2,0,0,0,0,0,1,0,0,2009,4,2004
559,4,4,4,9,2,13600000,2,1,0,1,1,0,3,1,1,2024,11,2009
560,1,1,4,19,1,3000000,4,0,1,0,0,0,2,1,1,2024,11,2007
561,6,0,0,4,5,21138876,0,0,1,1,0,0,2,1,0,2012,1,2006
562,0,1,2,13,4,2345000,3,0,1,0,0,0,5,1,1,2024,11,2009
563,0,2,3,7,1,4000000,4,0,1,0,0,0,1,0,0,2010,4,2005
564,5,1,3,2,2,17000000,2,0,0,0,1,0,3,1,0,2024,11,2006
565,1,1,1,8,1,1100000,1,0,0,0,0,0,8,1,1,2024,11,2010
566,0,0,0,3,4,59700,1,1,0,0,0,0,1,1,1,2024,11,2010
567,0,2,3,12,1,2350000,3,0,1,0,0,0,2,1,1,2024,11,2008
568,1,1,1,2,1,10000000,1,1,1,0,0,0,2,1,0,2010,1,2007
569,1,0,0,2,2,21189,1,0,0,0,0,0,1,1,0,2013,1,2011
570,5,7,8,7,3,28000000,2,0,1,1,1,0,2,1,1,2024,11,2006
571,3,0,0,0,1,9500000,0,0,0,0,0,0,2,0,0,2024,11,2005
572,5,2,2,5,3,69600000,1,0,0,1,0,1,7,1,1,2024,11,2005
573,6,2,7,11,3,23500000,2,1,0,1,1,0,3,1,1,2024,11,2005
574,4,6,6,6,1,13000000,1,1,0,0,0,1,4,1,1,2024,11,2006
575,3,3,3,8,2,21750000,2,0,0,1,0,0,2,1,1,2024,11,2006
576,5,0,0,0,1,5750000,0,1,0,0,1,0,4,1,0,2011,6,2005
577,1,0,0,1,2,23400000,1,1,1,1,0,0,2,1,1,2024,11,2005
578,1,0,3,4,1,4300000,3,0,1,0,0,0,2,1,0,2009,1,2008
579,4,0,0,1,2,20000000,1,0,0,0,1,0,2,1,1,2024,11,2007
580,9,5,5,16,2,51000000,1,0,0,0,1,0,3,1,1,2024,11,2008
581,10,3,3,2,4,27101994,1,0,0,1,0,0,4,1,1,2024,11,2003
582,5,4,4,6,1,6480000,1,0,0,0,0,1,3,1,1,2024,11,2006
583,2,2,4,8,2,35000000,2,0,1,1,0,0,2,1,1,2024,11,2007
584,0,0,0,5,3,11300000,2,0,0,1,1,0,1,1,0,2013,1,2006
585,0,0,0,1,1,19000,1,1,0,0,0,0,1,0,0,2013,1,2012
586,5,5,8,27,6,78500000,3,1,1,1,1,1,3,1,1,2024,11,2006
587,0,0,0,4,1,600000,0,0,0,0,0,0,2,0,0,2013,1,2012
588,6,6,6,3,2,13000000,1,1,1,1,0,0,1,1,1,2024,11,2005
589,2,2,4,7,5,43600000,3,0,1,1,1,1,3,1,0,2024,11,2005
590,3,3,5,38,5,142000000,3,0,1,1,1,1,5,1,1,2024,11,2009
591,3,2,3,6,2,2000000,2,0,1,0,0,0,1,1,1,2024,11,2010
592,4,6,6,4,3,26800000,1,0,1,1,1,0,3,1,1,2024,11,2003
593,6,0,0,2,6,55900000,1,0,1,1,1,0,3,1,0,2013,1,2007
594,2,3,7,14,2,11000000,3,0,1,1,0,0,2,1,1,2024,11,2006
595,2,3,3,19,3,31500000,1,0,1,1,1,0,3,1,1,2024,11,2009
596,3,0,4,4,1,1500000,2,1,0,0,0,0,2,0,1,2024,11,2012
597,1,0,1,5,3,900000,3,0,0,0,0,0,1,1,0,2013,1,2011
598,6,6,6,4,3,58000000,1,0,1,1,1,0,5,1,1,2024,11,2004
599,4,1,4,10,4,29050000,2,0,0,1,0,0,2,1,1,2024,11,2007
600,2,2,2,3,2,250000,2,1,0,0,0,0,1,1,1,2024,11,2011
601,3,0,0,2,1,21000000,0,0,0,0,1,0,4,1,0,2024,11,2006
602,7,0,0,25,2,35000000,0,0,1,0,0,0,3,1,1,2024,11,2004
603,0,0,0,2,1,500000,1,0,0,0,0,0,1,0,0,2012,1,2010
604,6,4,4,3,2,30920000,1,0,0,0,0,0,3,1,1,2024,11,2005
605,8,6,6,9,4,29288979,1,0,1,1,1,0,2,1,1,2024,11,2004
606,12,11,12,11,4,24200000,2,0,1,0,1,0,2,1,0,2013,1,2007
607,1,1,5,4,1,1000000,3,0,1,0,0,0,1,0,1,2024,11,2007
608,3,5,5,3,2,5550000,1,1,1,0,0,0,1,1,1,2024,11,2004
609,2,0,1,8,2,3000000,3,0,1,0,0,0,3,1,0,2024,11,2009
610,1,4,6,13,2,14300000,3,0,1,1,0,0,4,1,1,2024,11,2006
611,4,0,0,0,1,1000000,0,0,0,0,0,0,2,0,0,2024,11,2006
612,3,8,8,7,2,11000000,1,0,0,1,0,0,1,1,1,2024,11,2005
613,3,2,4,7,2,2000000,3,0,0,0,0,0,3,0,0,2024,11,2009
614,2,4,4,17,2,5000000,2,0,0,0,0,0,1,1,1,2024,11,2007
615,2,3,4,12,1,11000000,2,0,0,1,0,0,3,1,1,2024,11,2010
616,3,3,4,19,4,14100000,4,0,1,1,0,0,2,1,1,2024,11,2008
617,0,2,2,8,1,5000000,1,0,1,0,0,0,1,0,0,2009,1,2006
618,1,0,0,1,2,400000,1,1,0,0,0,0,1,0,0,2012,1,2009
619,7,4,4,4,1,10000000,1,0,0,0,1,0,1,0,1,2024,11,2007
620,4,2,2,3,3,11035000,1,0,0,1,1,0,1,1,0,2011,1,2005
621,5,8,11,9,1,12700000,2,0,0,0,0,1,4,1,1,2024,11,2005
622,3,0,0,3,2,20757182,1,0,0,1,0,0,1,1,1,2024,11,2010
623,7,10,10,5,3,27000000,1,0,0,0,0,1,6,1,1,2024,11,2005
624,3,5,6,7,1,10000000,3,0,1,0,0,0,1,0,1,2024,11,2008
625,4,0,0,4,1,26000000,0,0,0,0,0,1,4,1,0,2024,11,2005
626,4,0,0,2,2,4000000,0,1,1,0,0,0,2,1,0,2024,11,2007
627,3,-3,-3,3,2,20220000,1,0,1,1,0,0,3,1,1,2024,11,2006
628,4,6,9,7,1,10000000,3,0,0,1,0,0,4,1,1,2024,11,2005
629,3,1,4,8,2,7350000,3,0,1,1,0,0,4,1,0,2010,1,2006
630,0,0,0,1,1,50000,1,0,0,0,0,0,1,0,0,2013,1,2010
631,1,1,3,5,1,1000000,3,0,1,0,0,0,7,1,0,2024,11,2010
632,6,7,8,16,4,45000000,2,0,1,1,1,0,2,1,0,2012,1,2005
633,4,0,6,22,5,70000000,5,0,1,1,1,0,4,1,0,2024,11,2007
634,1,1,1,3,1,500000,2,1,1,0,0,0,1,1,0,2024,11,2009
635,1,0,0,6,2,500000,0,0,0,0,0,0,1,1,0,2024,11,2008
636,3,3,3,2,3,44000000,1,0,1,1,1,0,4,1,1,2024,11,2005
637,10,5,5,4,1,21000000,1,1,0,0,0,0,5,1,0,2012,4,2009
638,1,1,2,12,2,19000000,2,0,1,1,0,0,3,1,1,2024,11,2009
639,4,0,0,0,3,18700000,0,0,1,0,0,0,2,1,0,2012,1,2007
640,1,1,2,6,1,10000000,2,0,1,0,0,0,7,1,1,2024,11,2010
641,0,0,0,5,3,5900000,0,1,0,0,0,0,1,0,0,2012,4,2007
642,4,6,6,13,2,28000000,2,0,0,1,1,0,2,1,1,2024,11,2007
643,4,3,4,5,7,24300000,2,1,1,1,0,0,2,1,0,2012,1,2007
644,5,5,7,21,4,32006000,3,0,1,1,1,0,1,1,1,2024,11,2005
645,3,1,1,4,1,13400000,1,0,0,1,0,0,2,1,1,2024,11,2005
646,4,4,7,18,3,9400000,3,0,1,1,0,0,1,1,1,2024,11,2009
647,7,3,7,10,6,15324624,3,1,1,1,0,0,2,1,1,2024,11,2006
648,1,2,4,3,1,2000000,2,1,0,0,0,0,11,1,1,2024,11,2010
649,3,0,5,24,3,16000000,4,0,1,1,1,0,5,1,1,2024,11,2007
650,6,0,0,3,3,44000000,0,1,0,1,1,0,2,1,0,2013,1,2009
651,2,0,0,2,2,1175000,1,1,0,0,0,0,1,0,0,2013,1,2011
652,10,13,13,22,2,9000000,1,0,0,0,0,0,4,1,1,2024,11,2006
653,5,9,9,9,3,35150000,1,0,1,1,1,0,3,1,1,2024,11,2002
654,5,2,5,4,3,12000000,2,0,1,1,0,0,2,1,1,2024,11,2006
655,5,5,5,4,1,30000000,1,0,0,0,1,0,9,1,1,2024,11,2007
656,6,7,7,5,1,8000000,1,0,0,1,0,0,2,1,1,2024,11,2009
657,2,2,3,6,1,4100000,3,0,1,0,0,0,2,1,1,2024,11,2009
658,3,3,3,1,2,2408500,1,1,0,0,0,0,3,1,0,2013,1,2009
