,state_code,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,closed_at_year,closed_at_month,yyyy,mm,month_name,first_funding_at_year,first_funding_at_month
229,CA,91754,Monterey Park,KOTURA,2004-01-01,2024-11-22,2005-09-07,2009-11-05,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,1,2024,11,2009,11,Nov,2005,9
230,TX,75023,Plano,Auvitek International,2004-03-01,2024-11-22,2006-05-09,2006-05-09,2.189,2.189,0,0,32,1,9000000,0,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,0,2024,11,2006,5,May,2006,5
231,CA,94041,Mountain View,Outright,2008-06-01,2024-11-22,2008-11-01,2009-11-18,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,1,2024,11,2009,11,Nov,2008,11
232,TX,78701,Austin,Phurnace Software,2007-01-01,2024-11-22,2007-09-11,2008-07-01,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2024,11,2008,7,Jul,2007,9
233,CA,91105,Pasadena,FastSoft,2006-01-01,2024-11-22,2007-06-11,2012-09-04,1.4411,6.6795,2.0,2.0,7,4,5965000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,2024,11,2012,9,Sep,2007,6
234,CA,94538,Fremont,GrandCentral,2006-04-01,2024-11-22,2006-01-01,2006-01-01,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,2024,11,2006,1,Jan,2006,1
235,MI,48025,Bingham Farms,Speedshape,2003-01-01,2013-01-08,2008-02-20,2008-02-20,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,2013,1,2008,2,Feb,2008,2
236,CA,95128,San Jose,BlueLithium,2004-01-01,2024-11-22,2005-02-01,2005-02-01,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2024,11,2005,2,Feb,2005,2
237,IL,60657,Chicago,Media Chaperone,2009-01-01,2013-01-06,2010-01-14,2011-02-24,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,2013,1,2011,2,Feb,2010,1
238,NY,10036,New York,Giant Realm,2007-01-01,2024-11-22,2008-03-01,2008-05-08,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2024,11,2008,5,May,2008,3
239,PA,10011,Philadelphia,Invite Media,2007-02-01,2024-11-22,2007-12-01,2009-12-01,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,1,2024,11,2009,12,Dec,2007,12
240,CA,94043,Mountain View,UpMo,2011-01-01,2013-01-07,2009-12-13,2011-08-17,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,2013,1,2011,8,Aug,2009,12
241,CA,95019-2901,Freedom,Appscio,2006-01-01,2011-01-01,2007-03-20,2009-01-03,1.2137,3.0082,0,0,4,2,7000000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,2011,1,2009,1,Jan,2007,3
242,MA,2129,Boston,Eons,2005-01-01,2024-11-22,2006-04-01,2007-03-01,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0,2024,11,2007,3,Mar,2006,4
243,MA,2142,Cambridge,LocaModa,2007-01-01,2024-11-22,2007-09-18,2011-03-25,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,2024,11,2011,3,Mar,2007,9
244,CA,94110,San Francisco,Meraki,2006-04-01,2024-11-22,2006-12-01,2012-07-10,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,1,2024,11,2012,7,Jul,2006,12
245,TX,78701,Austin,MPOWER Mobile,2005-01-01,2012-08-06,2009-10-28,2009-10-28,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2012,8,2009,10,Oct,2009,10
246,WA,98109,Seattle,Haute Secure,2006-01-01,2024-11-22,2007-01-01,2009-03-09,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,1,2024,11,2009,3,Mar,2007,1
247,MD,20814,Bethesda,Intelliworks,2004-12-01,2024-11-22,2005-02-14,2009-04-24,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1,2024,11,2009,4,Apr,2005,2
248,OR,97209,Portland,Meridian,2011-03-01,2024-11-22,2011-09-14,2012-08-30,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,1,2024,11,2012,8,Aug,2011,9
249,NY,10016,New York,Kluster,2008-01-01,2024-11-22,2008-01-01,2008-01-01,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,2024,11,2008,1,Jan,2008,1
250,PA,18106,Allentown,International Battery,2008-01-01,2013-01-03,2010-05-06,2010-05-06,2.3452,2.3452,0,0,0,1,35000000,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,2013,1,2010,5,May,2010,5
251,NY,10016,New York,Jingle Networks,2005-09-01,2024-11-22,2005-10-01,2009-12-28,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,1,2024,11,2009,12,Dec,2005,10
252,MA,01862-2000,North Billerica,SemEquip,2000-01-01,2024-11-22,2005-08-04,2005-08-04,5.5945,5.5945,0,0,3,1,26000000,0,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,1,2024,11,2005,8,Aug,2005,8
253,CA,90017,Los Angeles,ItsGoinOn,2010-05-01,2011-01-11,2011-01-01,2011-01-01,0.6712,0.6712,0.0,0.7562,3,1,100000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2011,1,2011,1,Jan,2011,1
254,CO,80202,Denver,mSnap,2005-06-01,2024-11-22,2006-06-01,2006-06-01,1.0,1.0,3.811,4.9178,6,1,5000000,3,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,2024,11,2006,6,Jun,2006,6
255,GA,30097,Duluth,Biofisica,2000-01-01,2024-11-22,2006-10-31,2008-04-21,6.8356,8.3096,0,0,5,2,7300000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,0,2024,11,2008,4,Apr,2006,10
256,CA,94043,Mountain View,Ardian,2003-01-01,2024-11-22,2005-01-01,2009-03-23,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,1,2024,11,2009,3,Mar,2005,1
257,RI,2903,Providence,Tracelytics,2010-07-01,2024-11-22,2011-11-03,2012-03-22,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,1,2024,11,2012,3,Mar,2011,11
258,CA,94105,San Francisco,Canopy Financial,2004-01-01,2024-11-22,2008-01-01,2009-10-01,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,0,2024,11,2009,10,Oct,2008,1
259,CA,94102,San Francisco,Kyte,2006-12-01,2024-11-22,2007-07-01,2012-03-01,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,1,2024,11,2012,3,Mar,2007,7
260,MA,2451,Waltham,Ounce Labs,2002-10-01,2024-11-22,2006-06-08,2008-09-16,3.6877,5.9644,0,0,7,2,13500000,0,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1,2024,11,2008,9,Sep,2006,6
261,MA,1719,Boxborough,Crossbeam Systems,2000-01-01,2024-11-22,2007-05-08,2008-02-14,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,1,2024,11,2008,2,Feb,2007,5
262,CA,94065,Redwood City,PacketHop,2002-01-01,2013-04-01,2005-08-08,2005-08-08,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,2013,4,2005,8,Aug,2005,8
263,UT,84124,Salt Lake City,Inaura,2007-01-01,2024-11-22,2005-01-06,2005-01-06,-1.9863,-1.9863,0,0,3,1,8500000,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,2024,11,2005,1,Jan,2005,1
264,TX,77380,The Woodlands,DynaPump,1992-01-01,2011-12-11,2008-05-29,2008-05-29,16.4192,16.4192,0,0,0,1,6000000,0,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,0,2011,12,2008,5,May,2008,5
265,CA,94306,Palo Alto,Immunet Corporation,2008-07-01,2024-11-22,2009-11-01,2009-11-01,1.337,1.337,1.3479,1.3479,3,1,2000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2024,11,2009,11,Nov,2009,11
266,TX,78701,Austin,CopperEgg Corporation,2010-06-01,2024-11-22,2011-07-12,2012-05-08,1.1123,1.937,0.0,1.1123,3,2,4100000,2,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,1,2024,11,2012,5,May,2011,7
267,CA,94041,Mountain View,Wink,2004-08-19,2024-11-22,2005-01-01,2005-01-01,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1,2024,11,2005,1,Jan,2005,1
268,CA,94103,San Francisco,PopularMedia,2003-01-01,2024-11-22,2007-02-01,2008-07-28,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2024,11,2008,7,Jul,2007,2
269,CA,94105,San Francisco,Miyowa,2003-04-14,2024-11-22,2006-09-04,2008-05-08,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2024,11,2008,5,May,2006,9
270,MA,1803,Burlington,Intrusic,2001-01-01,2024-11-22,2005-04-25,2006-10-30,4.3151,5.8301,0,0,1,2,16000000,0,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,0,2024,11,2006,10,Oct,2005,4
271,WA,98103,Seattle,Dashwire,2006-08-11,2024-11-22,2009-01-31,2010-12-28,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,1,2024,11,2010,12,Dec,2009,1
272,CA,94107,San Francisco,Reddit,2005-01-01,2024-11-22,2005-06-01,2005-06-01,0.4137,0.4137,6.8329,8.874,9,1,100000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,2024,11,2005,6,Jun,2005,6
273,CA,94108,San Francisco,Pure Digital Technologies,2001-09-01,2024-11-22,2004-01-01,2008-08-18,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,1,2024,11,2008,8,Aug,2004,1
274,CA,94501,Alameda,Voxify,2001-01-01,2024-11-22,2005-02-01,2010-04-21,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,1,2024,11,2010,4,Apr,2005,2
275,NC,27701,Durham,EvoApp,2009-01-01,2013-01-01,2010-10-15,2012-04-20,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,0,2013,1,2012,4,Apr,2010,10
276,NY,10001,New York,Visual Revenue,2010-03-01,2024-11-22,2011-07-28,2012-01-26,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,1,2024,11,2012,1,Jan,2011,7
277,CA,94063,Redwood City,Calibra Medical,2004-01-01,2024-11-22,2009-11-24,2011-04-15,5.9014,7.2904,0,0,1,4,19800000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,1,2024,11,2011,4,Apr,2009,11
278,CA,94401,San Mateo,Offermatic,2010-02-01,2013-01-06,2010-12-01,2011-03-09,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,0,2013,1,2011,3,Mar,2010,12
279,MA,2494,Needham,HiWired,2004-01-01,2024-11-22,2008-01-01,2008-01-02,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,1,2024,11,2008,1,Jan,2008,1
280,FL,33327,Weston,DateMyFamily.com,2011-11-11,2013-01-01,2011-12-01,2011-12-01,0.0548,0.0548,0.0685,0.4,4,1,100000,2,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2013,1,2011,12,Dec,2011,12
281,CA,94304,Palo Alto,Hyperic,2004-01-01,2024-11-22,2006-05-10,2007-06-05,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2024,11,2007,6,Jun,2006,5
282,CA,94104,San Francisco,Optimal,2008-01-01,2024-11-22,2008-01-01,2013-01-22,0.0,5.063,5.0055,5.7945,10,3,7600000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,1,2024,11,2013,1,Jan,2008,1
283,CA,93101,Santa Barbara,SendMeHome.com,2008-07-01,2012-04-06,2008-07-01,2008-07-01,0.0,0.0,0.737,0.737,2,1,50000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2012,4,2008,7,Jul,2008,7
284,CA,94301,Palo Alto,Q-magic,2007-02-01,2024-11-22,2007-01-01,2007-01-01,-0.0849,-0.0849,0,0,3,1,650000,0,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2024,11,2007,1,Jan,2007,1
285,CA,90034,Los Angeles,Geodelic Systems,2008-01-01,2011-01-01,2008-12-01,2010-09-23,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,0,2011,1,2010,9,Sep,2008,12
286,CA,90401,Santa Monica,BlockBeacon,2012-01-01,2024-11-22,2012-06-21,2012-06-21,0.4712,0.4712,0.0,0.9178,12,1,500000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,2024,11,2012,6,Jun,2012,6
287,CA,94041,Mountain View,PostPath,2003-01-01,2024-11-22,2004-12-07,2007-01-16,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2024,11,2007,1,Jan,2004,12
288,CA,95054,Santa Clara,Attune Systems,1999-01-01,2009-12-02,2006-06-27,2006-11-14,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,0,2009,12,2006,11,Nov,2006,6
289,CA,94107,San Francisco,TokBox,2007-05-01,2024-11-22,2007-12-26,2010-11-15,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,1,2024,11,2010,11,Nov,2007,12
290,CA,94040,Mountain View,Avega Systems,2005-01-01,2012-01-01,2007-04-01,2010-01-13,2.2466,5.0356,0,0,2,2,9500000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,0,2012,1,2010,1,Jan,2007,4
291,MD,Maryland 21045,Columbia,Heartscape,2000-01-01,2024-11-22,2007-04-24,2007-04-24,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,1,2024,11,2007,4,Apr,2007,4
292,CA,94043,Mountain View,PeerMe,2004-01-01,2009-03-02,2005-01-01,2005-01-01,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,0,2009,3,2005,1,Jan,2005,1
293,WA,99202,SPOKANE,Pacinian,2007-04-01,2012-01-01,2008-12-01,2008-12-01,1.6712,1.6712,0,0,3,1,350000,0,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,2012,1,2008,12,Dec,2008,12
294,MA,1803,Burlington,neoSaej,2006-01-01,2013-01-06,2007-03-29,2010-12-21,1.2384,4.9726,1.0,1.0,1,5,13130000,1,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,2013,1,2010,12,Dec,2007,3
295,WA,98104,Seattle,Kiha Software,2008-01-01,2011-01-08,2010-10-28,2010-10-28,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2011,1,2010,10,Oct,2010,10
296,MA,2138,Cambridge,Vlingo,2006-06-01,2024-11-22,2006-12-01,2009-09-16,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,1,2024,11,2009,9,Sep,2006,12
297,MA,1754,Maynard,Tizor Systems,2002-01-01,2024-11-22,2005-09-12,2006-02-07,3.6986,4.1041,0,0,4,2,15000000,0,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,1,2024,11,2006,2,Feb,2005,9
298,MD,21703,Frederick,Cerona Networks,2002-01-01,2024-11-22,2006-04-21,2006-04-21,4.3041,4.3041,0,0,0,1,2600000,0,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,2024,11,2006,4,Apr,2006,4
299,CA,94538,Fremont,Oorja Protonics,2004-01-01,2024-11-22,2006-05-25,2010-01-11,2.3973,6.0329,0,0,1,4,21470000,0,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0,2024,11,2010,1,Jan,2006,5
300,TX,78701,Austin,Hurricane Party,2010-05-01,2012-01-07,2010-05-01,2010-05-01,0.0,0.0,0.274,0.863,5,1,20000,2,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2012,1,2010,5,May,2010,5
301,CA,94085,Sunnyvale,Minekey,2005-01-01,2024-11-22,2006-12-01,2007-08-01,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,2024,11,2007,8,Aug,2006,12
302,NY,10012,New York,Blip,2005-05-01,2024-11-22,2006-03-01,2012-07-30,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,1,2024,11,2012,7,Jul,2006,3
303,CA,94105,San Francisco,Fabkids,2012-01-01,2024-11-22,2012-08-02,2012-08-02,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,2024,11,2012,8,Aug,2012,8
304,CA,94306,Palo Alto,CafeBots,2010-01-01,2010-01-10,2010-10-21,2010-10-21,0.8027,0.8027,0.0,1.411,5,1,5000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,2010,1,2010,10,Oct,2010,10
305,CA,92121,San Diego,Avaak,2004-01-01,2024-11-22,2008-10-03,2010-03-22,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,1,2024,11,2010,3,Mar,2008,10
306,ME,4095,West Newfield,Newfield Design,2008-01-01,2013-01-06,2012-05-14,2012-05-14,4.3699,4.3699,0,0,0,1,662000,0,0,0,0,0,1,manufacturing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,2013,1,2012,5,May,2012,5
307,NY,10011,New York,Savored,2010-01-01,2024-11-22,2010-01-01,2011-01-10,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,0,1,0,0,0,hospitality,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,1,1,2024,11,2011,1,Jan,2010,1
308,CA,94107,San Francisco,Digg,2004-10-11,2024-11-22,2005-10-01,2011-07-12,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,1,2024,11,2011,7,Jul,2005,10
309,NY,11101,Long Island City,Songza,2007-11-01,2024-11-22,2011-09-19,2013-09-10,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1,1,2024,11,2013,9,Sep,2011,9
310,CA,94065,Redwood City,Bigfoot Networks,2006-01-01,2024-11-22,2006-03-06,2009-11-17,0.1753,3.8795,2.0,4.474,12,3,20750000,2,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,1,2024,11,2009,11,Nov,2006,3
311,CA,94105,San Francisco,Kongregate,2006-01-01,2024-11-22,2007-03-01,2013-07-02,1.1616,7.5041,0,0,5,4,19000000,0,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,1,2024,11,2013,7,Jul,2007,3
312,CA,94107,San Francisco,Powerset,2006-10-01,2024-11-22,2006-05-01,2007-06-01,-0.4192,0.6658,0,0,20,3,22500000,0,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1,1,2024,11,2007,6,Jun,2006,5
313,CA,94104,San Francisco,Kiptronic,2005-05-01,2024-11-22,2005-11-01,2008-06-05,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,1,2024,11,2008,6,Jun,2005,11
314,WA,98104,Seattle,Cozi Group,2005-03-03,2024-11-22,2005-12-01,2012-12-27,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,0,2024,11,2012,12,Dec,2005,12
315,WA,98007,Bellevue,Likewise Software,2004-11-01,2024-11-22,2009-04-30,2009-04-30,4.4959,4.4959,0,0,4,1,10000000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,1,2024,11,2009,4,Apr,2009,4
316,NY,10011,NY,Lifestander,2010-09-01,2013-01-06,2010-10-02,2010-10-02,0.0849,0.0849,0.0,0.0,1,1,31000,1,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2013,1,2010,10,Oct,2010,10
317,CA,94025,Menlo Park,Jaxtr,2005-10-01,2024-11-22,2007-07-01,2008-06-23,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,2024,11,2008,6,Jun,2007,7
318,CO,80112,Englewood,MX Logic,2002-01-01,2024-11-22,2006-11-07,2006-11-07,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,1,2024,11,2006,11,Nov,2006,11
319,CA,90275,Solana Beach,Metaplace,2006-07-01,2024-11-22,2007-01-01,2010-03-15,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,1,2024,11,2010,3,Mar,2007,1
320,NY,10004,New York,TravelMuse,2007-04-16,2024-11-22,2007-05-01,2009-06-01,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2024,11,2009,6,Jun,2007,5
